Type_of_payment_code,Vehicle_code,id,
PTC,VC965,PC3338D42,
PTC,VCB43,PCD6DBA1D,
PTE,VC965,PC06E9A80,
PTC,VC965,PC652EEF2,
PTP,VC965,PC544AE70,
PTC,VC965,PC4B0DCD2,
PTC,VC965,PC3743587,
PTE,VC965,PC524833E,
PTC,VC965,PC0CF9451,
PTE,VC965,PCE32D2F9,
PTE,VCD2F,PC5083F35,
PTC,VCB43,PCC591410,
PTC,VC965,PC7D68CD9,
PTC,VC965,PC18C31F6,
PTP,VC965,PCCC28F87,
PTE,VC965,PC974552B,
PTC,VC965,PC374C341,
PTE,VCB43,PCE6EEF2E,
PTC,VC965,PC88C655C,
PTP,VC965,PCE1EA438,
PTE,VC965,PC7E4F42A,
PTP,VC965,PC9889263,
PTC,VC965,PC06E9A80,
PTC,VC965,PC74CE451,
PTE,VC965,PCDFC1E11,
PTC,VCD2F,PCAE085FE,
PTP,VC965,PC0606D6A,
PTE,VCD2F,PCC8441A8,
PTC,VCD2F,PC22D9C6D,
PTC,VC965,PC7241796,
PTC,VC965,PC51FDD60,
PTP,VCD2F,PCB24B68E,
PTC,VC965,PC6713209,
PTE,VC965,PC8453073,
PTE,VCD2F,PCCFD9AB6,
PTC,VCB43,PC83F544D,
PTC,VCD2F,PC7688C61,
PTC,VC965,PCD175301,
PTE,VC965,PCE32D2F9,
PTP,VC965,PC81E83B9,
PTC,VC965,PC857F4A0,
PTC,VCD2F,PC87C8BC4,
PTC,VC965,PC454F09B,
PTC,VC965,PC23BA77A,
PTP,VC965,PC953B572,
PTE,VC965,PC974552B,
PTP,VC965,PC439FA2D,
PTE,VCB43,PCBABD060,
PTE,VC965,PC6A65941,
PTE,VC965,PC5549650,
PTC,VC965,PC1269226,
PTP,VC965,PC1A3D20B,
PTP,VC965,PCEF3EBBC,
PTE,VC965,PCA0BAE0F,
PTE,VC965,PCB3DF742,
PTE,VC965,PC79E328A,
PTE,VC965,PC591BDF7,
PTP,VCD2F,PC8DD921E,
PTE,VCB43,PC6D105CF,
PTC,VC965,PCDE850D8,
PTP,VC965,PCBD5C822,
PTC,VCD2F,PC8BCEB19,
PTE,VCB43,PC7655FC1,
PTC,VC965,PC99B9343,
PTE,VCB43,PC69C7DF3,
PTE,VCD2F,PC161AC8D,
PTC,VC965,PCCA288FE,
PTP,VC965,PCFE8B604,
PTP,VC965,PC524833E,
PTP,VC965,PC5B45CE7,
PTE,VC965,PCE1EA438,
PTP,VC965,PCBD5C822,
PTE,VC965,PCC695DB0,
PTC,VCB43,PCBB055C6,
PTC,VC965,PCAACD453,
PTP,VC965,PC07289CF,
PTP,VC965,PC5030572,
PTC,VCB43,PC08EA270,
PTC,VCB43,PC4F71E72,
PTE,VC965,PC8140983,
PTE,VC965,PC19F3DBB,
PTE,VCD2F,PC3B970F2,
PTE,VCB43,PC20BD6E6,
PTE,VCD2F,PC548BDC0,
PTP,VC965,PC411FDC0,
PTP,VCD2F,PCBA5D8AB,
PTC,VC965,PC6C80A46,
PTP,VCB43,PC0AB2B55,
PTE,VC965,PC43919D1,
PTP,VC965,PC6F36B7A,
PTE,VCB43,PCF8D98DC,
PTC,VCB43,PCEB6517A,
PTC,VCD2F,PC1EEDA04,
PTC,VC965,PCF3AE602,
PTP,VCB43,PC1E49F6B,
PTP,VCD2F,PC422A6D1,
PTC,VC965,PC8473A64,
PTP,VC965,PCF91266E,
PTP,VC965,PC028872C,
PTE,VC965,PC685B3B1,
PTC,VC965,PC385C6E7,
PTC,VC965,PC74F6341,
PTE,VC965,PC578F087,
PTC,VCB43,PC51A39A7,
PTP,VC965,PCDE89544,
PTP,VC965,PCF243BF3,
PTC,VCD2F,PC4E6422C,
PTC,VC965,PC9A343F9,
PTC,VC965,PC99BB7A3,
PTE,VCB43,PC3CCA187,
PTE,VC965,PC6700C62,
PTE,VC965,PCFA4F864,
PTE,VC965,PC2AFCB31,
PTP,VC965,PCB070250,
PTC,VCB43,PCD30D908,
PTP,VCD2F,PCEA652A8,
PTP,VC965,PC07BF95F,
PTE,VCB43,PCFF02057,
PTE,VC965,PC4A7B00C,
PTE,VC965,PCA276EBB,
PTC,VC965,PCCCAD2AC,
PTP,VCD2F,PCDF9F773,
PTC,VCB43,PC46BE0B2,
PTP,VC965,PC7A260F1,
PTE,VCD2F,PC356AE8F,
PTP,VC965,PCB4CDDA5,
PTC,VC965,PCC90A061,
PTE,VC965,PCC9756B2,
PTP,VC965,PC0DC6CAB,
PTE,VC965,PCF5E0389,
PTE,VCB43,PC0AB2B55,
PTC,VC965,PC8DFF744,
PTE,VC965,PC3FD65C8,
PTP,VC965,PCB616FAD,
PTE,VCB43,PC19C02F1,
PTE,VC965,PC17F8052,
PTP,VC965,PCD9C5406,
PTE,VCB43,PCA8A9AA8,
PTE,VC965,PC926F0A9,
PTE,VC965,PCECC4DE2,
PTC,VC965,PCA154C84,
PTC,VC965,PC84D9FC1,
PTE,VC965,PCA491459,
PTE,VCB43,PC99BB7A3,
PTP,VCB43,PCCD7399B,
PTP,VC965,PC2F353E1,
PTE,VC965,PC69F3F14,
PTC,VCB43,PC19F3DBB,
PTP,VC965,PCC993FB3,
PTE,VC965,PCF1979AE,
PTP,VCD2F,PCFE7F7FE,
PTP,VC965,PC86E9EB7,
PTE,VC965,PC912F5CB,
PTC,VC965,PC47FBB07,
PTC,VC965,PCD9C5406,
PTE,VCB43,PCC825DB2,
PTE,VCB43,PCF95BF53,
PTP,VC965,PC6802C08,
PTC,VCD2F,PCB6F1968,
PTC,VCB43,PC3DE08BF,
PTC,VC965,PC19C02F1,
PTE,VCB43,PCC3BCE65,
PTE,VC965,PCEBE834B,
PTC,VC965,PC05B8749,
PTC,VC965,PC9DFEBB0,
PTE,VC965,PCB4CDDA5,
PTE,VC965,PCCFD9AB6,
PTC,VC965,PC1BDA119,
PTP,VC965,PCDE1D204,
PTE,VC965,PCF31BD97,
PTE,VC965,PCA6403C1,
PTP,VCB43,PCC1A733C,
PTC,VC965,PC1DEB043,
PTE,VC965,PC9F3C86B,
PTP,VCD2F,PC6C80A46,
PTE,VC965,PCA70760B,
PTP,VCD2F,PC1551C8E,
PTC,VC965,PC99BB7A3,
PTP,VC965,PCBD023A3,
PTC,VCD2F,PC419F41D,
PTP,VC965,PCBA2D075,
PTE,VC965,PC34C1DCB,
PTE,VC965,PC0B2B03E,
PTE,VCD2F,PC4F78F1B,
PTE,VC965,PCD5F2808,
PTE,VC965,PC795A0A3,
PTC,VCD2F,PCA4DF48A,
PTP,VC965,PC9EBEDB5,
PTE,VC965,PCE36723C,
PTP,VC965,PC1A43FB7,
PTP,VC965,PC5FBE4B8,
PTC,VC965,PC028872C,
PTP,VCB43,PCE976BA1,
PTC,VCB43,PC8CA1B15,
PTP,VCB43,PC91E3A87,
PTC,VC965,PC35509AB,
PTE,VCD2F,PCA70760B,
PTP,VC965,PC52E71B8,
PTP,VC965,PC34ECAB5,
PTP,VCB43,PC5D33C18,
PTE,VC965,PC1EE951B,
PTC,VCB43,PC5F1CD83,
PTP,VC965,PC4E15B39,
PTP,VC965,PC3DE08BF,
PTC,VC965,PC485BE5B,
PTE,VCD2F,PC63844BC,
PTC,VC965,PCC139BD8,
PTC,VCB43,PCD5CBB82,
PTC,VCB43,PC879E7AB,
PTC,VC965,PC34C1DCB,
PTE,VC965,PCB2CC82C,
PTC,VC965,PC51E7EF8,
PTP,VC965,PC905B5D4,
PTE,VCB43,PC5B5C16D,
PTC,VC965,PC71FE98A,
PTP,VC965,PC75BC2DF,
PTC,VCD2F,PC652EEF2,
PTE,VC965,PCECC4DE2,
PTC,VC965,PC35509AB,
PTC,VC965,PC99F9ABD,
PTC,VCB43,PC71A1452,
PTP,VC965,PCA9D6EEE,
PTP,VC965,PC7BEFC3B,
PTP,VC965,PCA7178EC,
PTE,VC965,PC47FBB07,
PTC,VC965,PC4C76F48,
PTC,VCB43,PCFE28E92,
PTC,VCB43,PC43A5E42,
PTE,VCD2F,PC1CDFCF6,
PTP,VC965,PC8D90EF0,
PTC,VCB43,PCEB6517A,
PTE,VC965,PC7E79FA0,
PTP,VC965,PCC90A061,
PTC,VC965,PC52F533C,
PTE,VC965,PC74A3585,
PTE,VC965,PC51FDD60,
PTP,VC965,PCF95BF53,
PTC,VC965,PCEE69498,
PTC,VC965,PC9A343F9,
PTP,VC965,PC9889263,
PTP,VCB43,PC3FD65C8,
PTC,VC965,PC6DC0ACF,
PTE,VC965,PCC422F4D,
PTE,VCB43,PCFFC2992,
PTE,VC965,PCF64B519,
PTP,VCB43,PCAC7E4C1,
PTC,VC965,PC8F8E598,
PTP,VCD2F,PCCAAFB48,
PTE,VC965,PCC932802,
PTC,VC965,PC953B572,
PTE,VCD2F,PC400DFFE,
PTP,VC965,PC016D687,
PTC,VC965,PCB0994D1,
PTP,VCB43,PC074E6A8,
PTE,VC965,PC262D624,
PTE,VC965,PCDA37101,
PTC,VC965,PCB27CFF1,
PTE,VC965,PC3338D42,
PTP,VC965,PCDBBCB68,
PTE,VC965,PCC993FB3,
PTC,VCD2F,PCEFF6088,
PTC,VC965,PCCB12F8C,
PTP,VC965,PCCCAD2AC,
PTE,VC965,PC0EF761B,
PTP,VC965,PCDB12C82,
PTE,VCD2F,PCBABF130,
PTP,VC965,PC7E79FA0,
PTP,VC965,PC0B32B5B,
PTE,VC965,PCD30D908,
PTP,VC965,PCB33ACE8,
PTE,VCD2F,PC16E79D4,
PTC,VC965,PC43919D1,
PTC,VC965,PCF9CCB5A,
PTC,VC965,PCC8C7059,
PTC,VCD2F,PC18C31F6,
PTP,VC965,PCA2D76A5,
PTE,VC965,PCEB27C63,
PTE,VC965,PC53B475D,
PTP,VCD2F,PC87C8BC4,
PTC,VC965,PCDE20E6F,
PTP,VC965,PCA276EBB,
PTE,VC965,PCF3AE602,
PTC,VC965,PCDE1D204,
PTC,VC965,PC9FB4E82,
PTE,VC965,PC4D84BFC,
PTC,VC965,PC5F1CD83,
PTP,VC965,PCD30D908,
PTC,VC965,PC93E7766,
PTE,VC965,PCEE69498,
PTP,VC965,PCCBCFEDE,
PTE,VC965,PC97F19B1,
PTC,VC965,PCCC8F243,
PTC,VCB43,PCB6F1968,
PTP,VCB43,PC5D4DE09,
PTE,VCB43,PCECC4DE2,
PTE,VCB43,PC8ED616E,
PTC,VC965,PCDF73A3C,
PTP,VC965,PC2125618,
PTP,VC965,PC8DF4919,
PTE,VC965,PCF712D1A,
PTC,VC965,PC8DFF744,
PTP,VCB43,PC385C6E7,
PTE,VC965,PC5170BF4,
PTP,VC965,PCDFBBEBB,
PTE,VC965,PC155D90A,
PTC,VCB43,PC5F1CD83,
PTE,VC965,PC28E44E2,
PTC,VCD2F,PC5E202FC,
PTE,VCB43,PC6E8D0F9,
PTC,VCB43,PCFDB2950,
PTE,VC965,PCF0B5E85,
PTE,VCB43,PC52C0F45,
PTE,VC965,PC76FDDEA,
PTC,VC965,PCED7D2DE,
PTE,VCB43,PC73BE1E2,
PTE,VC965,PCC7B407A,
PTP,VC965,PC0AB2B55,
PTC,VC965,PC0B2B03E,
PTC,VCB43,PC0EF5BA6,
PTP,VC965,PCB1132AC,
PTP,VCB43,PCC7106FF,
PTE,VC965,PC7368097,
PTE,VC965,PC40C2E00,
PTP,VC965,PC953B572,
PTP,VC965,PC340B4DE,
PTP,VCD2F,PC6906524,
PTE,VC965,PC4645718,
PTE,VC965,PC64CF233,
PTC,VC965,PC3B514E2,
PTP,VCD2F,PC9C3D708,
PTP,VC965,PC6A1BCA4,
PTP,VC965,PCF514246,
PTE,VC965,PC44E2F09,
PTE,VCD2F,PC6A1BCA4,
PTP,VCD2F,PC42A3AB0,
PTE,VC965,PC73BE1E2,
PTE,VC965,PC00AE965,
PTC,VCD2F,PC52E7369,
PTC,VC965,PC308070B,
PTC,VC965,PC7F02ED3,
PTE,VCD2F,PCFE28E92,
PTE,VC965,PC439FA2D,
PTE,VC965,PCD8C66B1,
PTP,VC965,PCB7E7138,
PTC,VC965,PC926F0A9,
PTC,VC965,PCF9F4940,
PTE,VC965,PCC48E3A8,
PTC,VCB43,PCB228987,
PTC,VC965,PCFEAE55E,
PTC,VC965,PC8DFFE65,
PTE,VCB43,PC52D063A,
PTE,VC965,PC5F1CD83,
PTE,VC965,PC1E0F3B6,
PTE,VC965,PC3E474F6,
PTP,VC965,PC3B3BE8F,
PTP,VCD2F,PC7E79FA0,
PTP,VCB43,PC29D136F,
PTC,VCB43,PC1A161AA,
PTC,VCB43,PC0AB2B55,
PTP,VCD2F,PC481C9F9,
PTC,VC965,PC8DFF744,
PTC,VC965,PCD9CAD56,
PTC,VC965,PCAD363FC,
PTC,VC965,PCEB6517A,
PTC,VCB43,PC481C9F9,
PTP,VCD2F,PC544AE70,
PTP,VC965,PCA2D76A5,
PTE,VC965,PC22D9C6D,
PTE,VCB43,PCA6403C1,
PTC,VCB43,PCDB42B34,
PTC,VC965,PC3D58C5E,
PTE,VCD2F,PC0671DD4,
PTP,VC965,PC78EF0B5,
PTE,VC965,PC7758F89,
PTC,VCB43,PC68969FB,
PTE,VCB43,PC5D4821F,
PTC,VC965,PCF1366ED,
PTP,VCB43,PCA185B1A,
PTE,VC965,PC65AA714,
PTC,VCB43,PCCA36E4D,
PTE,VC965,PC264C595,
PTE,VCB43,PCBEF8EE1,
PTE,VC965,PCB278A8B,
PTP,VCB43,PC0AE9E1B,
PTC,VCD2F,PC5B45CE7,
PTP,VCD2F,PC85A4D4B,
PTC,VC965,PC78EF0B5,
PTP,VC965,PC83F544D,
PTP,VC965,PC5526A36,
PTE,VCB43,PCEBE834B,
PTC,VCD2F,PC5738A82,
PTC,VC965,PC951FE7E,
PTC,VC965,PC5B45CE7,
PTE,VCB43,PC68484C6,
PTE,VC965,PC57279D0,
PTP,VC965,PC6AA246E,
PTE,VC965,PC670F1AC,
PTE,VCB43,PCF4A2DA9,
PTC,VCD2F,PC3BD7D63,
PTP,VC965,PC85DD257,
PTC,VCB43,PCF1366ED,
PTP,VCB43,PCBE6ABE5,
PTE,VC965,PC1DEB043,
PTP,VC965,PC2EBEAB9,
PTP,VC965,PC871C1FC,
PTE,VC965,PC8B8C482,
PTC,VC965,PCCB4C86D,
PTE,VC965,PC16E79D4,
PTC,VCB43,PC340B4DE,
PTE,VCB43,PC1DA31F7,
PTP,VC965,PC8C7C5D7,
PTE,VC965,PC647292C,
PTP,VC965,PC86E9EB7,
PTP,VC965,PCC1ED0C5,
PTE,VC965,PC0A717C4,
PTP,VC965,PC00AE965,
PTE,VCD2F,PC6D105CF,
PTP,VC965,PCEC57A8E,
PTP,VCB43,PC395ADCB,
PTE,VC965,PC3338D42,
PTE,VCD2F,PCEBBFFB5,
PTP,VCD2F,PC10C700F,
PTC,VCD2F,PC3D16FC5,
PTE,VC965,PC0F0AB4E,
PTP,VCB43,PC91E3A87,
PTP,VC965,PCDA37101,
PTP,VCD2F,PC76FDDEA,
PTE,VC965,PC035B71E,
PTE,VC965,PC6594AD4,
PTC,VCD2F,PCD4A1214,
PTC,VCD2F,PCDADB8C6,
PTE,VC965,PCE5BA2CE,
PTE,VC965,PC3172195,
PTC,VCD2F,PC10C50DC,
PTC,VCB43,PC5E92F61,
PTP,VC965,PC340B4DE,
PTE,VC965,PC120EEFD,
PTP,VCD2F,PC40E6113,
PTE,VCB43,PC0C535B6,
PTP,VC965,PC3546931,
PTP,VC965,PC544AE70,
PTP,VC965,PC5549650,
PTC,VCB43,PC5083F35,
PTP,VC965,PC6CC51DA,
PTP,VC965,PC4457F74,
PTE,VCB43,PC43A5E42,
PTP,VC965,PC575F591,
PTP,VCB43,PCCF18BAF,
PTC,VCD2F,PCAD9E1F9,
PTP,VC965,PCBCF42C2,
PTE,VC965,PC652EEF2,
PTC,VC965,PC99B9343,
PTC,VC965,PC5E92F61,
PTP,VCB43,PC767BBB2,
PTC,VC965,PCC51AD39,
PTP,VCB43,PC7667A3E,
PTE,VC965,PC1DEB043,
PTE,VC965,PC84D9FC1,
PTP,VCB43,PCA8F9E50,
PTE,VC965,PC08910B7,
PTE,VCD2F,PC84FFC9D,
PTP,VC965,PCFF0FEB0,
PTP,VC965,PCA154C84,
PTC,VC965,PC340B4DE,
PTE,VC965,PC3338D42,
PTC,VC965,PCD8D05D7,
PTP,VCB43,PCE78024A,
PTP,VC965,PC303DD56,
PTE,VC965,PCA9D6EEE,
PTP,VC965,PCCC8F243,
PTP,VCB43,PC576A3BA,
PTP,VC965,PCB7E7138,
PTP,VCD2F,PC4A7B00C,
PTE,VCB43,PC82A16E6,
PTC,VC965,PC419F41D,
PTP,VCB43,PCF733A7C,
PTP,VC965,PCF263A5E,
PTP,VC965,PC7E9E8F3,
PTP,VC965,PC52C0F45,
PTP,VCB43,PC05C2F86,
PTP,VC965,PCDF04952,
PTE,VC965,PC2CA4087,
PTE,VCD2F,PC53A52CB,
PTC,VC965,PC4F78F1B,
PTC,VC965,PCB7341F4,
PTP,VC965,PC7D7AE48,
PTP,VC965,PCC591410,
PTP,VCB43,PC494D54E,
PTC,VC965,PC8D90EF0,
PTC,VCB43,PC7655FC1,
PTE,VC965,PCBDD55F1,
PTC,VC965,PCACD1BEE,
PTE,VC965,PC46C4A27,
PTE,VC965,PCCAFD014,
PTE,VCB43,PCC591410,
PTC,VCD2F,PC785D63F,
PTE,VC965,PC4B0DCD2,
PTE,VCD2F,PC4B1BAF3,
PTE,VCB43,PCBA83119,
PTE,VC965,PC670F1AC,
PTE,VCB43,PCC932802,
PTE,VCB43,PC857F4A0,
PTE,VCB43,PCEBE834B,
PTE,VC965,PC8F8E598,
PTE,VC965,PC4F71E72,
PTP,VC965,PCAA9F518,
PTP,VCB43,PCF6540C0,
PTP,VCB43,PC5D41947,
PTC,VCB43,PC4D8469D,
PTP,VC965,PC5E524A1,
PTP,VCB43,PC922BA3E,
PTP,VCB43,PC6558A56,
PTP,VC965,PC9C7C18E,
PTC,VCB43,PC82A16E6,
PTE,VC965,PC7E22FD8,
PTC,VC965,PC8111910,
PTC,VCB43,PC1A4796C,
PTP,VC965,PCF1366ED,
PTE,VC965,PCF6540C0,
PTP,VC965,PC58105BF,
PTP,VC965,PC4E15B39,
PTC,VC965,PCFFF6463,
PTP,VC965,PC59A0CB2,
PTP,VC965,PC6558A56,
PTE,VC965,PCF4A9637,
PTP,VC965,PCBEB4D23,
PTC,VC965,PC84D9FC1,
PTC,VC965,PC148C815,
PTE,VC965,PC8B8C482,
PTP,VCD2F,PC64281F6,
PTE,VC965,PC5D6563A,
PTP,VCD2F,PC4D2C5A7,
PTP,VCB43,PC82A16E6,
PTC,VCD2F,PC9082A17,
PTE,VC965,PCFEAE55E,
PTC,VC965,PC384779E,
PTP,VCB43,PC71A1452,
PTP,VCD2F,PC857F4A0,
PTC,VCD2F,PC34C1DCB,
PTE,VC965,PC57036DA,
PTC,VCD2F,PC6C57ED3,
PTC,VC965,PC06E8A1C,
PTP,VCB43,PC666483B,
PTE,VC965,PCD483999,
PTP,VC965,PC0A50259,
PTE,VCB43,PC65E7991,
PTC,VCB43,PC8C9B099,
PTC,VC965,PC86E9EB7,
PTC,VC965,PCC3BCE65,
PTC,VCB43,PCD5F2808,
PTE,VC965,PC7CCC47B,
PTP,VC965,PCBA2D075,
PTC,VC965,PCCD7399B,
PTP,VCB43,PC0AB9251,
PTC,VC965,PC1BC7FA5,
PTC,VCD2F,PC2A27502,
PTE,VC965,PCA579A65,
PTC,VC965,PCD83DE25,
PTE,VC965,PC1BDA119,
PTE,VC965,PCA50FB36,
PTP,VC965,PC684859B,
PTC,VCB43,PCF243BF3,
PTE,VC965,PCB2463CF,
PTE,VCB43,PC06A0237,
PTE,VCB43,PCD8C66B1,
PTC,VC965,PCA37D114,
PTC,VC965,PC909A324,
PTE,VC965,PC11E9595,
PTC,VCB43,PCDA37101,
PTE,VC965,PCDB42B34,
PTE,VC965,PC68969FB,
PTE,VC965,PCFEADFE6,
PTE,VC965,PCBE6CB59,
PTE,VC965,PC974552B,
PTP,VCD2F,PC8B8C482,
PTC,VCD2F,PC3F8C42B,
PTP,VC965,PC9DD9DCD,
PTC,VC965,PC3743587,
PTE,VC965,PC3E474F6,
PTC,VC965,PCA283923,
PTE,VCD2F,PCB1B5BEC,
PTE,VCB43,PC11DCA73,
PTE,VC965,PC6F36B7A,
PTC,VCD2F,PC1269226,
PTC,VCD2F,PC89C0554,
PTE,VC965,PCB7341F4,
PTC,VC965,PC51A39A7,
PTC,VCD2F,PCE45DE8D,
PTE,VCD2F,PC8DD921E,
PTP,VCB43,PC3863F6A,
PTP,VC965,PC73BE1E2,
PTE,VC965,PCFB11406,
PTC,VC965,PCF95BF53,
PTP,VCB43,PC6A65941,
PTE,VCB43,PC8A8EA51,
PTE,VC965,PCCFD9AB6,
PTP,VC965,PC909A324,
PTP,VCB43,PC6700C62,
PTC,VCB43,PC4457F74,
PTP,VC965,PC8A7A22A,
PTC,VCB43,PC0E22DEA,
PTC,VC965,PC88494D0,
PTP,VCD2F,PC65AA714,
PTE,VC965,PC5A27CDE,
PTE,VC965,PC8806694,
PTP,VC965,PC63844BC,
PTC,VC965,PC327D635,
PTC,VCB43,PC3A23C14,
PTP,VC965,PC12BE494,
PTE,VC965,PC041D874,
PTP,VC965,PCBD66B01,
PTP,VCD2F,PC36675CE,
PTE,VC965,PC71FE98A,
PTP,VC965,PC90AAFDA,
PTP,VCB43,PCF775FA6,
PTP,VCB43,PCA6403C1,
PTE,VCB43,PC818101A,
PTE,VC965,PCA2D76A5,
PTE,VCB43,PCB077F18,
PTC,VC965,PC6802C08,
PTE,VC965,PC1A43FB7,
PTE,VC965,PC5E524A1,
PTE,VC965,PC4B0DCD2,
PTE,VC965,PC23BA77A,
PTC,VC965,PCAD9E1F9,
PTP,VCD2F,PCC347465,
PTE,VCB43,PC411FDC0,
PTE,VC965,PC3F8C42B,
PTE,VC965,PC99AE725,
PTP,VC965,PCAC7E4C1,
PTC,VC965,PC4FA703F,
PTE,VC965,PC2E0C888,
PTC,VC965,PCFE8B604,
PTP,VCD2F,PC628DCED,
PTC,VC965,PC0EB640E,
PTC,VC965,PCA50FB36,
PTE,VC965,PCE03E8B1,
PTC,VC965,PC3FB1BB6,
PTP,VCD2F,PCB7F1F8A,
PTC,VC965,PC23E470D,
PTC,VC965,PCAC34A40,
PTP,VC965,PC84D9FC1,
PTP,VC965,PC30AAE76,
PTC,VCB43,PC14FBE4A,
PTC,VCD2F,PC208F9BB,
PTE,VC965,PC394C979,
PTE,VC965,PC81E83B9,
PTP,VC965,PCA4DF48A,
PTE,VC965,PCE17C964,
PTE,VC965,PC417B8DF,
PTE,VCD2F,PCD8E3CCB,
PTC,VC965,PCCAFD014,
PTE,VC965,PCDA37101,
PTC,VC965,PC250A90D,
PTE,VCD2F,PC0E22DEA,
PTP,VCB43,PCE6675F9,
PTE,VCD2F,PCEECD973,
PTC,VCD2F,PCE03E8B1,
PTP,VC965,PC1D57D7F,
PTE,VCB43,PCCB2657A,
PTP,VCD2F,PC52EA95D,
PTP,VC965,PC92C5115,
PTE,VC965,PC8DF4919,
PTP,VC965,PC67D349A,
PTC,VC965,PCD6E5E77,
PTP,VC965,PC5E202FC,
PTC,VC965,PCAB21FC5,
PTC,VCB43,PC8D40B22,
PTE,VC965,PC7655FC1,
PTP,VC965,PC16F5A24,
PTP,VCB43,PCE32ED40,
PTP,VCB43,PCF858E11,
PTE,VCD2F,PCE450C55,
PTC,VC965,PC05BD3DF,
PTC,VCB43,PC6D0FC31,
PTC,VC965,PCB7E7138,
PTE,VCB43,PC6397888,
PTP,VC965,PC5AB6779,
PTP,VC965,PCC0E943C,
PTE,VC965,PC13CB69B,
PTE,VC965,PC46C4A27,
PTP,VC965,PCB7E7138,
PTC,VC965,PC16F59EC,
PTE,VC965,PC89FB76E,
PTC,VC965,PC8C7C5D7,
PTP,VCB43,PC578F087,
PTC,VCB43,PCFFF6463,
PTP,VCB43,PC97F19B1,
PTC,VC965,PC7CCC47B,
PTC,VC965,PC0553E32,
PTE,VC965,PCE45DE8D,
PTC,VC965,PC5A27CDE,
PTE,VCB43,PCF86214E,
PTE,VC965,PCBE6CB59,
PTE,VCB43,PC2BE6D87,
PTC,VC965,PC9EBEDB5,
PTE,VCD2F,PCCE12794,
PTP,VC965,PC2F353E1,
PTP,VC965,PC652EEF2,
PTC,VC965,PC4E15B39,
PTE,VC965,PCFF02057,
PTP,VC965,PC8BCEB19,
PTC,VC965,PCA8A783A,
PTC,VC965,PC73BE1E2,
PTC,VC965,PC422A6D1,
PTC,VC965,PC8DA1D3B,
PTE,VCB43,PCF6540C0,
PTC,VCB43,PC84FFC9D,
PTC,VC965,PCA6403C1,
PTE,VCB43,PCCB383F8,
PTP,VCB43,PC7ACFF7C,
PTP,VCD2F,PCFCB0018,
PTP,VC965,PCE6CC50C,
PTE,VCD2F,PCB1B5BEC,
PTE,VC965,PC5526A36,
PTC,VCD2F,PC76935F9,
PTE,VCB43,PC8F8E598,
PTC,VCB43,PC7E9E8F3,
PTC,VCB43,PC6150735,
PTC,VC965,PC4C95CA2,
PTE,VCB43,PC8417B09,
PTE,VC965,PCEF56843,
PTP,VCD2F,PCDD316EB,
PTC,VC965,PCF712D1A,
PTP,VCD2F,PCA3797CA,
PTP,VC965,PCAC9371E,
PTP,VC965,PCB524A9F,
PTE,VC965,PC374C341,
PTC,VCB43,PC5738A82,
PTC,VC965,PC22D9C6D,
PTC,VCB43,PCB30E45F,
PTP,VC965,PCCC28F87,
PTE,VC965,PCE36658B,
PTE,VC965,PCF6B0D12,
PTC,VC965,PCDE5402C,
PTP,VC965,PC7667A3E,
PTE,VC965,PC92C5115,
PTP,VC965,PC0F0AB4E,
PTC,VC965,PCB4FF8FA,
PTP,VCB43,PC546F252,
PTC,VCD2F,PCEECA8B2,
PTC,VC965,PCC48E3A8,
PTP,VC965,PC481C9F9,
PTC,VC965,PC4C76F48,
PTE,VCB43,PC77793DF,
PTC,VC965,PC395ADCB,
PTC,VCD2F,PC8FE0901,
PTP,VCB43,PC803F0F2,
PTP,VCD2F,PC6C57ED3,
PTP,VCD2F,PC8E2A7E0,
PTP,VCD2F,PCA185B1A,
PTC,VCD2F,PCBABF130,
PTE,VCD2F,PC17F8052,
PTP,VC965,PC7DC0964,
PTP,VC965,PC59F4E22,
PTC,VCD2F,PC2294422,
PTE,VCD2F,PC419F41D,
PTE,VCD2F,PCC0E7E2A,
PTE,VCD2F,PCB070250,
PTE,VCB43,PC4A40D50,
PTE,VC965,PC1A4796C,
PTC,VC965,PC40C2E00,
PTE,VC965,PC5E524A1,
PTP,VC965,PC6DC0ACF,
PTE,VC965,PC374C341,
PTE,VC965,PCF4A2DA9,
PTC,VC965,PC4FA703F,
PTC,VCB43,PC1585DF2,
PTP,VC965,PC8F8E598,
PTP,VC965,PC3A63A79,
PTP,VC965,PCBD5C822,
PTE,VC965,PC7E22FD8,
PTP,VC965,PCDADB8C6,
PTP,VCB43,PCC695DB0,
PTE,VC965,PC07BF95F,
PTE,VCD2F,PCFA0E4C0,
PTC,VC965,PCCA5979C,
PTE,VC965,PCD9CAD56,
PTC,VC965,PC1EEDA04,
PTP,VC965,PC909A324,
PTC,VCB43,PC2BE6D87,
PTE,VCB43,PC084F676,
PTP,VC965,PC03AE86F,
PTC,VC965,PC6DC0ACF,
PTE,VCB43,PCF4A9637,
PTE,VC965,PC8806694,
PTP,VCB43,PCF86214E,
PTC,VC965,PCBABD060,
PTP,VCD2F,PC2387B02,
PTP,VCB43,PCB0994D1,
PTP,VCD2F,PC5ABB8E4,
PTP,VC965,PC8ED616E,
PTE,VC965,PC9DD9DCD,
PTE,VC965,PCBDD55F1,
PTC,VCB43,PC010D2A9,
PTE,VC965,PC65AA714,
